text,label_text
We are also unable to agree that the evidence is insufficient to show that appellant was the driver of the automobile.,"Issue, Analysis"
"We must now determine if, under the holding of the Supreme Court of the United States in Garner v. Louisiana, 368 U.S. 157, 92 S.Ct.","Issue, Analysis"
"""So long as the statute remains available to the State the threat of prosecutions of protected expression is a real and substantial one.","Rule/Law/Holding, Analysis"
(a) Government Health Professionals means any person who is licensed or certified to practice a ‘healing art1 in Guam and is practicing that art within a Government of Guam facility as an agent of the Government of Guam.,"Rule/Law/Holding, Others"
(b) The Government of Guam shall be liable in tort for damages arising from the negligent acts of Government Health Professionals performed within Government of Guam facilities as an agent of the Government of Guam at the request of the government.,"Rule/Law/Holding, Others"
"(c) For all claims, the Government of Guam shall not be liable for more than Thirty-Five Thousand Dollars ($35,000) in an action for wrongful death, nor for more than One Hundred Thousand Dollars ($100,000) in any other tort action.","Rule/Law/Holding, Others"
"15 provides the punishment for violation of Art. 726d, V.A.P.C., a second or subsequent violation being punishable by confinement in the penitentiary for not less than two years nor more than ten years.","Rule/Law/Holding, Analysis"
"616, 51 S.W. 2d 715, which holds that “the definition of larceny which omits ‘without the consent of the owner’ is now universally conceded to be defective” and that a theft statute which omits such an element is inoperative as such.","Rule/Law/Holding, Analysis"
"A comment about the appeal record is appropriate here, especially in light of the recent amendment to the District Court Rules of Appellate Procedure stating that sanctions will be imposed against counsel who unreasonably order excessive parts of the record (Rule 8(b)).","Rule/Law/Holding, Others"
“* * * the term ‘possession’ as used in the definition of robbery has a somewhat broader meaning than as restricted in the statute relating to theft.,"Rule/Law/Holding, Facts"
“Be it enacted by the Legislature of the State of Texas : Section 1.,"Rule/Law/Holding, Analysis"
"“In robbery the property must be taken by force and violence, not necessarily from the owner, but from any person in","Rule/Law/Holding, Facts"
"Appellant was convicted in Wilbarger County, after a change of venue from Hardeman County, for the offense of cattle theft; the punishment, two years.","Rule/Law/Holding, Facts"
"Appellant was convicted, upon his plea of guilty, of the offense of robbery, and his punishment was assessed by a jury at confinement in the penitentiary for a term of 40 years.","Rule/Law/Holding, Facts"
"As the law stands, a U.S. citizen could be fined $1,000.00 for erecting a permitted sign on his front lawn reading only, ""America the Beautiful"", in Tagalog.","Rule/Law/Holding, Analysis"
"for the offense of embezzlement; the punishment, confinement in the penitentiary for a term of five years.","Rule/Law/Holding, Facts"
"Furthermore, this Court cannot change the law under the guise of construction so as to only apply to business entities.","Rule/Law/Holding, Analysis"
Government Health Professionals shall be considered as an agent of the Government of Guam within the meaning of §6500.20 of the Government Code.,"Rule/Law/Holding, Others"
"Guam's Government Claims Act differs from those of many other jurisdictions, for while the act waives the sovereign immunity of the territory, it does not indemnify or immunize the employee.","Rule/Law/Holding, Analysis"
"However, common law rules of interpretation state that the repeal of a repealing statute operates to revive the original enactment where the repeal of the repealing statute is accomplished by express provision without additional legislation on the subject matter.","Rule/Law/Holding, Analysis"
"I am aware of no constitutional or statutory requirement which would render the Legislature powerless to enact a penal statute which falls within a certain category of crime without making each element of that crime, as it is elsewhere denounced in the statutes or as it was known at common law, an essential element of such new act.","Rule/Law/Holding, Facts"
"I concur in the affirmance of this conviction which upholds the constitutionality of Article 1404b, V.A.P.C.","Rule/Law/Holding, Facts"
"In order to come within the purview of Article 6, the failure to include such element must render the statute so indefinite or of such doubtful construction that it might not be understood.","Rule/Law/Holding, Facts"
"It follows that the statute here in question, like Articles 1389 and 1390 defining burglary, are to be construed in the light of other provisions of Chapter 5 and 6 of Title 17 of the Penal Code, including Arts.","Rule/Law/Holding, Analysis"
It is the rule that in such cases where intent alone is determined by circumstances a charge on circumstantial evidence is not required.,"Rule/Law/Holding, Analysis"
"It is worthy of note that in addition to the provisions dealing with health professionals, §6500.13 includes the limitations on liability which are an essential part of the Government Claims Act.","Rule/Law/Holding, Analysis"
It must be corroborated by proof of the corpus delicti.,"Rule/Law/Holding, Analysis"
"Pandering is the offense; the punishment, enhanced by reason of two prior convictions for felonies less than capital, life imprisonment.","Rule/Law/Holding, Facts"
"State, 253 S.W. 2d 1006, it was held that a prior conviction must be “successfully” used before it can no longer be used for enhancement.","Rule/Law/Holding, Analysis"
"State, 256 S.W. 2d 97, it was held that where prior convictions were alleged and proven to enhance the punishment in a case which resulted in an acquittal, it did not constitute a successful use of the prior convictions so as to prevent their being used in a subsequent case for the same purpose, and that the doctrine of double jeopardy did not apply.","Rule/Law/Holding, Analysis"
"Such a position does not take, into account Government Code §6500.20, which specifically allows ""further proceedings against the employee"" if ""the Court certifies that it would have awarded the claimant more but for the limitations of 6500.13.""","Rule/Law/Holding, Analysis"
"That Chapter 6, Title 17 of the Penal Code of the State of Texas, 1925, be and the same is hereby amended by adding a new Article to be known as Article 1404b to read as follows * * *”","Rule/Law/Holding, Analysis"
"The conviction is for burglary; the punishment, enhanced by two prior convictions for felonies less than capital, life imprisonment.","Rule/Law/Holding, Facts"
"The conviction is for driving while intoxicated; the punishment, 180 days in jail and a fine of $100.","Rule/Law/Holding, Facts"
"The conviction is for driving while intoxicated; the punishment, 3 days in jail and a fine of $50.","Rule/Law/Holding, Facts"
"The conviction is for driving while intoxicated; the punishment, 3 days in jail and a fine of $50.00.","Rule/Law/Holding, Facts"
"The conviction is for driving while intoxicated; the punishment, thirty days in jail and a fine of $50.","Rule/Law/Holding, Facts"
"The conviction is for felony theft; the punishment, confinement in the penitentiary for two years.","Rule/Law/Holding, Facts"
"The conviction is for felony theft; the punishment, five years.","Rule/Law/Holding, Facts"
"The conviction is for felony theft; the punishment, two years.","Rule/Law/Holding, Facts"
"The conviction is for robbery by assault; the punishment, 15 years.","Rule/Law/Holding, Facts"
"The conviction is for robbery with firearms; the punishment, thirty-five years.","Rule/Law/Holding, Facts"
"The conviction is for the felony offense of driving while intoxicated; the punishment, six months in jail and a fine of $500.","Rule/Law/Holding, Facts"
"The conviction is for the possession of marijuana; the punishment, thirty-five years.","Rule/Law/Holding, Facts"
"The conviction is for unlawfully carrying a pistol; the punishment, a fine of $100.","Rule/Law/Holding, Facts"
"The conviction is under Art. 725b, V.A.P.C., as a second offender, for the unlawful possession of a narcotic drug; the punishment, twenty years in the penitentiary.","Rule/Law/Holding, Facts"
"The' conviction is under Art. 725b, V.A.P.C., for the unlawful possession of a narcotic drug, with punishment assessed at life imprisonment, enhanced under Art. 63, V.A.P.C., by reason of two prior convictions for felony offenses less than capital.","Rule/Law/Holding, Facts"
"The convictions are for rape; the punishment, five years in each case.","Rule/Law/Holding, Facts"
"The Court believes that a law requiring any permitted sign, no matter how big or small, on any land, be it public or private, in any language other than Chamorro or English to have a translation into either which ""must predominate the sign"", [has] a chilling effect on such a protected mode of expression.","Rule/Law/Holding, Analysis"
The Court has a duty to uphold Constitutional rights and to take a staunch position to protect them at the earliest opportunity so as to allow the legislature to correct any deficiencies by narrowly redrafting a statute restricting any such right.,"Rule/Law/Holding, Others"
The judgment of contempt assessed relator’s punishment at a fine of $100.00 and imprisonment in jail for 72 hours.,"Rule/Law/Holding, Facts"
The next complaint is that in Paragraph 1 the court instructed the jury that the slightest penetration of the body of the female by the sexual organ of the male is sufficient “for proof of rape by force”.,"Rule/Law/Holding, Issue"
"The offense is assault to murder; the punishment, 3 years.","Rule/Law/Holding, Facts"
"The offense is defrauding with a worthless check in the sum of $47.51; the punishment, six months in jail and a fine of $250.","Rule/Law/Holding, Facts"
"The offense is driving while intoxicated; the punishment, 3 days in jail and a fine of $150.00.","Rule/Law/Holding, Facts"
"The offense is driving while intoxicated; the punishment, 3 days in jail and a fine of $50.00.","Rule/Law/Holding, Facts"
"The offense is driving while intoxicated; the punishment, 45 days in jail and a fine of $200.00.","Rule/Law/Holding, Facts"
"The offense is felony theft; the punishment, enhanced by two prior convictions for felonies less than capital, life.","Rule/Law/Holding, Facts"
"The offense is fondling the sexual parts of a female under the age of fourteen years; the punishment, two years’ confinement in the penitentiary.","Rule/Law/Holding, Facts"
"The offense is fondling the sexual parts of a male under 14 years of age; the punishment, confinement in the penitentiary for 6 years.","Rule/Law/Holding, Facts"
"The offense is passing as true a forged instrument, with three prior convictions for felonies alleged for enhancement; the punishment, life.","Rule/Law/Holding, Facts"
"The offense is passing as true a forged instrument; the punishment, 5 years.","Rule/Law/Holding, Facts"
"The offense is rape by force; the punishment, 99 years-","Rule/Law/Holding, Facts"
"The offense is rape of a female under the age of 18; the punishment, life.","Rule/Law/Holding, Facts"
"The offense is robbery by assault, with a prior conviction for a felony of like character alleged for enhancement; the punishment, life imprisonment.","Rule/Law/Holding, Facts"
"The offense is robbery by assault; the punishment, fifteen years’ confinement in the penitentiary.","Rule/Law/Holding, Invalid sentences"
"The offense is statutory rape; the punishment, 5 years.","Rule/Law/Holding, Facts"
"The offense is the possession of amphetamine, committed subsequent to a final conviction for unlawful possession of barbiturates ; the punishment, 2 years in the penitentiary.","Rule/Law/Holding, Facts"
"The offense is the possession of equipment designed for use in the manufacture of an illicit beverage; the punishment, six months in jail and a fine of $100.00.","Rule/Law/Holding, Facts"
"The offense is the sale of whiskey in a wet area without a permit; the punishment, a fine of $100.00.","Rule/Law/Holding, Facts"
"The offense is the unlawful sale of beer in a dry area; the punishment, one year in jail and a fine of $1,000.00.","Rule/Law/Holding, Facts"
The offense is unlawful assembly; the fine as to each of the 18 appellants was $100.00.,"Rule/Law/Holding, Facts"
"The offense of unlawful possession of whisky in a dry area for the purpose of sale, two prior convictions for like offenses being alleged for enhancement; the punishment, two years in jail and a fine of $1,000.","Rule/Law/Holding, Facts"
"The rule is that where the corpus delicti is proved, that is when the evidence shows that a crime has been committed by someone, the defendant’s identity as the criminal may rest alone upon his confession.","Rule/Law/Holding, Analysis"
The statute was enacted in 1951 (Acts 52nd Legislature p. 447).,"Rule/Law/Holding, Analysis"
"This case comes before the Court on a ""Complaint to Recover Penalty"" by the Attorney General under Sections 17402 and 17402.1 of the Government Code of Guam.","Rule/Law/Holding, Others"
"Upon waiver of a jury, the appellant was convicted for the offense of giving a check in the sum of $35 without sufficient funds and with the intent to defraud; the punishment, sixty days in jail.","Rule/Law/Holding, Facts"
Yet the reading of §6500.10 urged by defendants is that simply by plaintiff's' act of filing a claim with the government for alleged negligence an employee is completely immunized should it turn out that the act was intentional.,"Rule/Law/Holding, Analysis"
"1, 2, 3, 5 and 6 that there was no evidence to support the argument of which he complains.","Analysis, Facts"
"472, 293 S.W. 2d 659, we said “For the argument to offend against the statute, Art. 710, V.A.C.C.P., prohibiting allusion to or comment upon the failure of a defendant to testify, the language used must be looked to from the standpoint of the jury, and the implication that the language used had reference to the defendant’s failure to testify must be a necessary one.","Analysis, Rule/Law/Holding"
"A doctor did testify in Thurman’s case that he treated him at a hospital for his injuries and that he was with him about an hour and a half, during which time appellant was unconscious, and did nothing; that he found a bottle of whisky in appellant’s coat pocket, about half of which was gone.","Analysis, Facts"
"A paraffin test, which was made on the appellant’s hand, revealed a heavy concentration of nitrate particles on his right hand indicating that he had recently fired a gun.","Analysis, Facts"
"“ ‘Convert to his own use’, as used in this Act, shall mean the application or use of such money or property in any manner or for any purpose not authorized by the owner thereof, and proof that such director, officer, agent or attorney at law or in fact, applied or used such money or property in any manner or for any purpose not authorized by the owner thereof, or that he advised, authorized, directed, aided or knowingly consented to such use or application, shall be prima facie evidence that such money or property was fraudulently misapplied and converted to the use of such director, officer, agent or attorney at law or in fact.”","Analysis, Facts"
After their arrest the two tires and tube Obtained from the injured party were recovered from the house by the officers.,"Analysis, Facts"
"Also, the language of the charge pointed out in the brief does not constitute such a comment.","Analysis, Facts"
An examination of the record reflects that when appellant objected to the testimony the evidence did show that he was under arrest when such statement was made.,"Analysis, Facts"
Appellant also admitted the transaction with Young in which the 3693 pounds of mohair was delivered to Young in fulfilling the contracts.,"Analysis, Facts"
Appellant challenges the sufficiency of the evidence to support the conviction.,"Analysis, Issue"
"Appellant challenges the sufficiency of the evidence to support the jury’s verdict on the ground that the state’s only evidence of guilt came from one uncorroborated witness, Jackson, whose testimony was contradicted by appellant, his mother, and his grandmother.","Analysis, Issue"
"Appellant filed four formal bills of exception, all of which were qualified by the court and none of which reflect error.","Analysis, Facts"
"Appellant has filed a brief in his own behalf, asserting several “points of appeal”, none of which have support in the record.","Analysis, Facts"
Appellant swore that he never carried his rifle outside the 10-acre tract but left it at the stand before crossing the fence into the large tract.,"Analysis, Facts"
"Appellant, testifying as a witness in his own behalf, admitted his relationship with the youth and stated that this was his first act of sexual deviation.","Analysis, Facts"
"Appellant, testifying in his own behalf, admitted lying on top of prosecutrix in the back seat of the automobile while she was undressed and endeavoring to have an act of intercourse with her, but denied that he ever had an erection or that he penetrated her sexual organ, though he admitted that he placed his privates against her private parts and attempted to effect entry.","Analysis, Facts"
"Appellant’s confession, introduced in evidence without objection, recites the full events of the evening, including the statement “* * * I got on top of her (prosecutrix) and had intercourse with her for about 15 or 20 minutes but did not reach a climax.”","Analysis, Facts"
"Appellant’s contention that the evidence is insufficient to establish that the accident occurred in Harris County, Texas, is overruled.","Analysis, Conclusion"
"Appellant’s formal Bill of Exception No. 1 relates to the overruling of his motion for continuance, based upon the allegation that the expert testimony of Dr. Sutter was necessary for the proper defense of appellant.","Analysis, Issue"
Ballistics tests made showed that slugs taken from the body of the deceased had been fired by the pistol recovered from the appellant’s pickup.,"Analysis, Facts"
Both cases were reversed for insufficient evidence.,"Analysis, Facts"
"By their verdict the jury resolved the disputed issues against appellant, and we find the evidence sufficient to sustain their verdict.","Analysis, Conclusion"
"By their verdict, the jury resolved the defensive issue against appellant and we find the evidence sufficient to sustain the judgment of conviction.","Analysis, Conclusion"
"By this standard the plaintiffs claim, though broad, is sufficient.","Analysis, Conclusion"
"Chapter 6 Title 17 of the Penal Code includes Art. 1406 P.C. which provides in part that the definitions, rules and explanation of terms in the preceding chapter are applicable to such terms in Chapter 6.","Analysis, Facts"
"Count #1 of the indictment under which appellant was convicted alleged that on or about the 6th day of February, 1961, he did unlawfully “by means of offering her money, attempt to procure, without her consent, Opal Wilhite, a female, for prostitution.”","Analysis, Facts"
"Detective Gary Simpson, of the San Angelo Police Department, testified that on July 24, 1961, appellant made and signed a written statement, after proper warning, which was introduced in evidence by the State, wherein he admitted the alleged sexual acts.","Analysis, Facts"
"Dr. W. W. Coulter, a pathologist in the Medical Examiner’s Office, testified that the cause of death of John Farris was a gunshot wound in the left chest.","Analysis, Facts"
"During the course of the trial, the State introduced evidence that Fields had, prior to the instant trial, been convicted for the same offense and was serving his sentence.","Analysis, Facts"
Entrapment is also defined as “the inducement of one to commit a crime not contemplated by him for the mere purpose of instituting criminal prosecution against him.”,"Analysis, Facts"
"Finding the evidence sufficient to support the conviction and no reversible error appearing, the judgment is affirmed.,","Analysis, Conclusion"
"Finding the evidence sufficient to support the conviction and no reversible error appearing, the judgment of the trial court is affirmed.","Analysis, Conclusion"
"For the foregoing reasons, on reconsideration, defendant's motion for summary judgment is DENIED.","Analysis, Conclusion"
"Furthermore, the record does not show what the answers","Analysis, Invalid sentences"
Great stress is placed on the fact that Jerry’s underclothes were shown to be bloody while those of appellant were not.,"Analysis, Facts"
He further testified that he had examined the body and had found three gunshot wounds.,"Analysis, Facts"
He points out that Jerry admitted on cross-examination that he merely saw appellant on top of prosecutrix and did not witness any actual penetration.,"Analysis, Facts"
He was supported in a measure by the testimony of a fellow painter and his employer.,"Analysis, Facts"
His possession of the property as an employee is sufficient under our robbery statute.,"Analysis, Facts"
His principal contention on appeal is that penetration was not shown except by his confession.,"Analysis, Issue"
"In affirming the conviction in the Hancock case and overruling the similar contentions, we held evidence that the accused shot across a fence and killed a deer in another’s enclosed pasture constituted an entry upon the land of another and hunting with firearms, as prohibited by Sec.","Analysis, Invalid sentences"
In his confession appellant stated that their plan was to put the tires on the credit card and then dispose of them for money.,"Analysis, Facts"
"In the absence of a showing of an abuse of discretion by the trial court in overruling a motion for new trial, this Court will not set aside a judgment of conviction.","Analysis, Conclusion"
"In view of these circumstances, no error is shown by the admission of Kitching’s testimony.","Analysis, Conclusion"
"It is also urged that the testimony given by his witnesses which was contradicted by Kitching was brought out by the state on cross-examination, and that the state cannot impeach what they developed themselves.","Analysis, Issue"
It is concluded that the evidence is sufficient to sustain the jury’s finding that the appellant drove an automobile upon a public street while intoxicated.,"Analysis, Conclusion"
"It is first contended that the allegation in the indictment that appellant did unlawfully possess “a narcotic drug, to-wit: dolophine” did not charge an offense, because, first, dolophine is not one of the narcotic drugs named in the act, and second, not being named in the act, such allegation was insufficient to give notice of the offense with which he was charged.","Analysis, Issue"
"It is insisted that the trial court erred in admitting the evidence concerning appellant’s attempt to bribe Officer Maddox, over his' objection that it was inflammatory and prejudicial.","Analysis, Issue"
"It is next contended that the evidence fails to show that the solicitation was made without the consent of the prosecuting witness, as charged in the indictment.","Analysis, Issue"
It is not necessary to appraise appellant’s contention because appellant is not in a position to complain of the state’s introduction of evidence of his possession of the pills when appellant admitted while testifying that he had possession of the pills.,"Analysis, Facts"
It is not sufficient that the language might be construed as an implied or indirect allusion thereto.”,"Analysis, Rule/Law/Holding"
It is the Court's opinion that to grant defendant's motion would not necessarily result in a fair and just solution to this clerical error.,"Analysis, Conclusion"
"It is the rule in this state that a confession or statement of facts amounting thereto, made by an accused, while in custody or confinement, which would not be admissible as original evidence, may not be used for impeachment.","Analysis, Rule/Law/Holding"
"It was during this time that appellant, in conversation with the officer, made the incriminating statement to him.","Analysis, Facts"
"Neither of them, however, saw appellant after 6:30 P.M., and his arrest took place sometime after 9:00 P.M.","Analysis, Facts"
"No brief has been filed in appellant’s behalf, and there are no formal bills of exception; no objections or exceptions relating to the court’s charge and no informal bills of exception that merit discussion.","Analysis, Facts"
No brief has been filed on behalf of appellant and no formal bills of exception appear in the record.,"Analysis, Facts"
No error is shown in the admission of the evidence obtained as a result of the search of the apartment.,"Analysis, Conclusion"
No objection was made by appellant to the testimony on the grounds now urged.,"Analysis, Facts"
"No objections were made to the court’s charge, and no requested charges were presented.","Analysis, Facts"
Nor do we find any error in the court’s action in permitting the state to inquire of appellant on cross-examination with reference to trouble which the officers testified they had had with him on a prior occasion when he had fought and knocked one of them down.,"Analysis, Conclusion"
Nothing is presented for review.,"Analysis, Facts"
"On his cross-examination by State’s counsel, appellant denied that he told Officer Evans he had been up all night with his girl companion drinking Ezra Brooks whisky.","Analysis, Facts"
"On October 17, the appellant filed a motion for severance.","Analysis, Facts"
"Paragraphs No. 2 and 3 alleged two prior convictions, in the years 1954 and 1956, for the offenses of breaking and entering a motor vehicle, being felonies less than capital.","Analysis, Facts"
Proof was made and appellant admitted that he had been convicted in the year 1959 in the 138th Judicial District Court of Cameron County of the offense of unlawfully possessing marijuana.,"Analysis, Facts"
"Proof was made by the state of the two prior convictions by the introduction in evidence of the prison records and comparison of fingerprints, in the manner which has been approved by this court.","Analysis, Facts"
Similar proof was made in the instant case.,"Analysis, Facts"
"State’s Exhibit No. 2 was the body of Farris fully covered by a sheet, and State’s Exhibit No. 8 shows the deceased fully clothed and was taken at such an angle that only the lower extremities of his body are shown.","Analysis, Facts"
"Testifying as a witness in his own behalf, appellant admitted driving his automobile on the occasion in question and admitted having consumed one beer a short time prior to the collision, but denied that he was intoxicated.","Analysis, Facts"
"Testifying in his own behalf, the appellant admitted having the pistol and the shotgun in his car.","Analysis, Facts"
"Testimony was introduced, without objection, showing the search of the appellant and the finding of marijuana.","Analysis, Facts"
"The arrest of appellant being lawful, the incidental search of his automobile was lawful.","Analysis, Conclusion"
"The court charged on the law applicable to circumstantial evidence, and the accused’s explanation of recently stolen property.","Analysis, Conclusion"
The evidence admitted without objection and by stipulation of appellant and his counsel is sufficient to sustain the conviction and we find no reversible error.,"Analysis, Conclusion"
"The evidence further shows that appellant said he wanted some of the tablets to carry in his doctor’s bag and had the pharmacist mark the prescription “for doctor’s bag 276”, and it was proved as well as stipulated that appellant was not licensed to practice medicine in this state.","Analysis, Facts"
"The evidence is sufficient to support the conviction and, no error appearing, the judgment is affirmed.","Analysis, Conclusion"
"The evidence is sufficient to support the conviction, and no error appearing, the judgment is affirmed.","Analysis, Conclusion"
"The evidence is sufficient to support the conviction, and therefore the judgment is affirmed.","Analysis, Conclusion"
The evidence is sufficient to sustain the conviction.,"Analysis, Conclusion"
The evidence is sufficient to sustain the jury’s verdict.,"Analysis, Conclusion"
"The evidence of the state in this case is substantially the same as that shown in the decision of Blaylock’s case, supra.","Analysis, Facts"
"The evidence relating to appellant’s oral statement made while under arrest could have been used by the jury to his injury, and the admission thereof was in violation of the statute; was prejudicial and calls for reversal.","Analysis, Conclusion"
The evidence showing such financial condition of the company was admissible on the question of appellant’s intent and motive in committing either the offense of theft or embezzlement of the mohair as charged in counts 5 and 8 of the indictment and which were submitted to the jury.,"Analysis, Conclusion"
"The evidence shows that the needle, eyedropper and the four bottles of pills and capsules were delivered by Officer Geffert to Chemist and Toxicologist Thomas L. Metz of the Houston Police Department.","Analysis, Facts"
The facts proven are sufficient to support appellant’s conviction for theft by false pretext.,"Analysis, Conclusion"
The indictment alleges both of these prior convictions to have been for the offense of “Breaking and entering a motor vehicle.”,"Analysis, Facts"
The indictment in the instant case clearly alleges that appellant attempted to procure the female by “means of offering her money”.,"Analysis, Facts"
The informal bill has been examined and we find no reversible error therein.,"Analysis, Conclusion"
The judgments are reversed and the causes are remanded.,"Analysis, Conclusion"
The jury rejected the claim of alibi and the evidence is sufficient to sustain their verdict.,"Analysis, Conclusion"
"The jury resolved the dispute in the evidence against appellant, and we find it sufficient to support the conviction.","Analysis, Conclusion"
The jury resolved the disputed issue of intoxication against appellant and we find the evidence sufficient to sustain their verdict.,"Analysis, Conclusion"
"The jury resolved the disputed issue of intoxication against appellant, and we find the evidence sufficient to support their verdict.","Analysis, Facts"
"The jury resolved the fact issues against appellant, and the evidence is sufficient to sustain the conviction.","Analysis, Conclusion"
"The letter in question requested sexual intercourse, which clearly reflected upon the virtue of the prosecuting witness.","Analysis, Facts"
The only evidence in the entire record is that reflected by the two affidavits.,"Analysis, Facts"
The other contentions presented have been considered and do not show error.,"Analysis, Conclusion"
"The prior convictions were proved by the prison records and comparison of fingerprints in the manner which has been held sufficient, and the allegation that the second prior conviction was for an offense committed after the first conviction had become final was proved by testimony showing the date of the said offense.","Analysis, Facts"
"The proof further shows that on April 6, 1960, the date Gee delivered the mohair to L. Schwartz Company, the company was in financial difficulty and was in fact insolvent and that a short time thereafter the company closed and was placed in bankruptcy.","Analysis, Facts"
The record on appeal contains no statement of facts or bills of exception.,"Analysis, Facts"
The record shows that appellant’s previous conviction for the unlawful possession of a barbiturate was proved as well as stipulated.,"Analysis, Facts"
"The record shows that the appellant and Arthur Samuel Brundrett were separately indicted September 19, 1960, for committing the same act of robbery.","Analysis, Facts"
"The State’s testimony is undisputed that before appellant and his companions obtained the tires and tube from the injured party they falsely represented to him that they had a cattle truck with some blown out tires out on the highway, loaded with cattle.","Analysis, Facts"
"The supplemental transcript contains several formal bills of exception, filed with the clerk of the trial court, all of which were returned with the refusal of the trial judge noted thereon within the time allowed by Art. 760d V.A.C.C-P. Appellant did not agree with the reasons assigned by the trial judge and note such fact on the bills, and no bystanders bills were filed, hence the refused bills present nothing for review.","Analysis, Facts"
"The trial was conducted, without objection of appellant, upon the theory that Jerry was not an accomplice, and that question is not before us for review.","Analysis, Facts"
"The undisputed evidence shows that appellant, a 32 year old brother of one of her tenants in an apartment house adjoining her residence, went to the home of the prosecutrix, a 61 year old widow, about 11:30 P-M.","Analysis, Facts"
"There are no formal bills of exception or objections to the court’s charge, and no brief has been filed on behalf of the appellant.","Analysis, Facts"
There are no objections to the court’s charge.,"Analysis, Facts"
"There being no proof of the corpus delicti and the uncorroborated confession of the appellant being insufficient as a matter of law, the evidence is insufficient to sustain the conviction.","Analysis, Conclusion"
"There is no error in admitting such evidence because escape, flight and attempts to escape are always admissible as evidence of guilt.","Analysis, Conclusion"
"There is nothing in the record showing that a brief has been filed in this Court, as required by the Rules of Civil Procedure.","Analysis, Facts"
There was a conflict of testimony beteween that of the appellant and other witnesses as to where the deceased was standing when he was shot and where he fell.,"Analysis, Facts"
"There was no dispute in the evidence but that the witness Donnell was in possession of the tract of land and appellant, by his evidence, made no claim to the • contrary.","Analysis, Facts"
"Thereafter, Officer Evans was recalled by the State in rebuttal and, over appellant’s objection, was permitted to testify that appellant told him at the scene of the collision he had been with the girl all evening and that he had two or three drinks of Ezra Brooks bourbon whisky the night before he was arrested-","Analysis, Facts"
These bills show that the trial court refused to instruct the jury not to consider such arguments.,"Analysis, Facts"
These photographs were admissible to illustrate a disputed issue.,"Analysis, Conclusion"
This court held that the doctor’s opinion was based upon facts which were as consistent with injury as with intoxication.,"Analysis, Facts"
"This is not, as I see it, the case before us here.","Analysis, Facts"
This violation authorized the arrest of the appellant and the search of his car was legal as it was incident to his arrest.,"Analysis, Conclusion"
"This was clearly inadmissible, and the court erred in failing to respond to appellant’s motion to withdraw the same from the jury’s consideration.","Analysis, Conclusion"
"Thus all of the above counts are specifically authorized by Government Code §6500.20 as more than $100,000 is claimed, and these counts are within the jurisdiction of the Court.","Analysis, Conclusion"
"Thus there is no possibility of a Government Claims Action based on an intentional tort, and the plaintiff has not attempted to plead such a cause of action.","Analysis, Conclusion"
"Under such record, no reversible error is shown.","Analysis, Conclusion"
We are cited no authority on this question and are ‘aware of none.,"Analysis, Facts"
We fail to find reversible error reflected by the court’s refusal to grant a mistrial.,"Analysis, Conclusion"
We find no error in the admission of the testimony of the prosecutrix as to such outcry or report.,"Analysis, Conclusion"
We find no merit in appellant’s contention that the court erred in admitting in evidence the four bottles containing the barbiturates and amphetamine tablets because it constituted proof of other extraneous crimes.,"Analysis, Conclusion"
We find the allegations of the indictment sufficient to charge an offense under the statute.,"Analysis, Conclusion"
We find the evidence sufficient to prove that appellant did offer the prosecuting witness money to engage in prostitution.,"Analysis, Conclusion"
We find the evidence sufficient to sustain the conviction and do not deem it necessary to set out the testimony corroborating the testimony of the prosecutrix.,"Analysis, Conclusion"
We find the evidence sufficient to sustain the conviction and overrule appellant’s contention that there was a fatal variance between the allegation and proof of embezzlement and that under the evidence appellant could not be guilty of embezzlement of the mohair but only guilty of embezzlement of the money derived from the sale thereof.,"Analysis, Conclusion"
We have carefully reviewed the cases cited by appellant in support of his contention that the search was illegal and do not deem them here controlling.,"Analysis, Conclusion"
We hold this evidence was admissible to show that the appellant had a motive for killing Farris.,"Analysis, Rule/Law/Holding"
"We need not pass upon the question as to whether the court erred in discharging the jury in the prior case, as the use of the two prior convictions in that case which resulted in a mistrial did not prevent their use in the present case for the purpose of enhancement of the punishment.","Analysis, Facts"
We see no error in the admission of the prosecutrix’ testimony that she was a widow.,"Analysis, Conclusion"
We think the evidence is abundantly sufficient to not only corroborate the confession but also to support the jury’s verdict.,"Analysis, Conclusion"
"When the defendants could not agree on the order of trial, the court, after examining and considering the motions, ordered the case of appellant to be tried first.","Analysis, Facts"
"Without resort to what transpired following the taking of the money, we have concluded that the evidence is sufficient to show that appellant at the moment he entered the convertible in Harris County had the intent to forcibly take away the person of prosecutrix for the purpose of taking her money, as charged in the indictment.","Analysis, Facts"
"342, 58 S.W. 2d 1099, are to be construed as contrary to the result here reached, I would overrule the same.","Conclusion, Analysis"
