document_id,text,label_id,label_text
567,People v. Francisco S. Palacios and Valerie M. Palacios (D.C. Criminal Case Nos.,7,Invalid sentences
568,79-0043A and 79-0044A).,7,Invalid sentences
580,"Miller v. California, 93 S. Ct. 2607, 2616 n.",7,Invalid sentences
581,"8 (1973), see also United States v.",7,Invalid sentences
582,"O'Brien, 88 S. Ct. 1673, 1679 (1968).",7,Invalid sentences
597,Ill,7,Invalid sentences
599,"The second part (part (b)) of the Miller guidelines for the trier of fact in determining what is patently offensive is ""whether",7,Invalid sentences
603,In United States v.,7,Invalid sentences
604,"12 200-ft. Reels of Film, 93 S. Ct. 2665 (1973), decided the same day as Miller, the Court said:",7,Invalid sentences
605,The Court in Hamling reconfirmed its renunciation of a rigid standard:,7,Invalid sentences
609,"Miller v. California, supra at 2615, n 6.",7,Invalid sentences
629,"Smith v. United States, 97 S.Ct.",7,Invalid sentences
630,"1756, 1768 (1977).",7,Invalid sentences
649,Footnotes:,7,Invalid sentences
688,"Since Miller permits the imposition of a lessor burden on the prosecution in this phase of the proof of obscenity than did Memoirs,",7,Invalid sentences
689,at 2907.,7,Invalid sentences
722,(citations omitted) .,7,Invalid sentences
736,"Lamorena III, Esquire.",7,Invalid sentences
764,den.,7,Invalid sentences
766,"1478, 18 L.Ed.",7,Invalid sentences
767,2nd 616.,7,Invalid sentences
775,"Franks v. Delaware, 98 S.Ct.",7,Invalid sentences
